,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer_Type,Business,Class_level,label
5298,47,283,4,4,4,2,4,5,4,5,5,4,4,4,5,4,37,31.0,1,0,1,0.0,0,1
5299,62,677,1,2,1,4,4,3,3,3,3,1,3,4,3,3,0,0.0,1,0,1,0.0,1,0
5300,17,761,5,4,5,1,2,5,1,2,3,2,5,5,5,2,0,0.0,0,1,1,0.0,1,1
5301,69,762,3,3,3,4,3,4,4,2,2,3,2,2,2,2,0,0.0,1,0,1,0.0,1,0
5302,52,406,3,4,3,3,2,4,4,2,2,3,2,4,2,5,0,2.0,1,0,1,0.0,1,0
5303,48,773,4,4,5,2,3,5,3,3,4,5,5,5,4,3,0,4.0,0,1,1,0.0,1,1
5304,41,561,4,5,4,1,4,4,4,4,3,4,5,4,4,4,0,0.0,0,1,1,0.0,1,1
5305,57,1547,0,4,0,1,3,4,4,1,1,0,1,4,1,3,3,3.0,1,0,1,0.0,1,1
5306,61,317,5,5,5,2,2,3,4,2,2,5,2,2,2,1,0,0.0,0,1,1,0.0,2,1
5307,13,1521,0,5,1,3,2,1,2,2,4,5,4,5,4,2,0,0.0,1,0,1,0.0,1,1
5308,56,991,0,5,1,5,4,1,4,4,5,5,5,5,5,4,0,0.0,0,1,1,0.0,1,1
5309,27,337,5,5,5,5,3,5,3,3,5,2,5,3,4,3,1,0.0,0,1,1,0.0,1,1
5310,27,859,5,2,5,4,5,5,5,5,2,2,4,3,4,5,0,0.0,1,0,1,0.0,1,1
5311,45,327,3,0,3,2,4,5,4,5,5,3,5,3,5,5,0,0.0,1,0,1,0.0,1,0
5312,39,311,4,4,4,4,1,4,1,1,3,2,4,4,5,1,0,0.0,0,1,1,0.0,1,1
5313,41,460,4,2,4,4,3,4,3,3,3,5,3,4,4,3,0,0.0,1,0,1,0.0,1,1
5314,62,425,0,0,0,1,4,4,4,1,1,0,1,3,1,4,0,0.0,1,0,1,0.0,1,1
5315,70,2342,4,3,4,3,4,4,4,4,2,1,4,3,3,4,0,0.0,0,1,1,0.0,1,1
5316,44,587,4,4,4,4,4,5,5,3,3,4,3,4,3,5,1,0.0,1,0,1,0.0,1,1
5317,56,550,5,4,5,2,4,5,4,4,3,5,5,5,5,4,0,0.0,0,1,1,0.0,1,1
5318,67,1197,0,4,0,4,5,0,5,5,1,3,5,3,4,5,0,0.0,0,1,1,0.0,1,1
5319,67,1355,0,2,0,3,2,0,2,2,4,3,3,3,4,2,0,0.0,0,1,1,0.0,1,1
5320,23,683,5,5,5,2,4,5,4,4,3,5,5,3,4,4,9,6.0,0,1,1,0.0,1,1
5321,17,542,0,2,0,3,5,0,5,5,2,5,2,1,2,5,0,0.0,0,1,1,0.0,0,1
5322,36,516,5,4,5,3,3,5,3,3,4,2,2,4,5,3,0,0.0,1,0,1,0.0,1,1
5323,34,748,0,5,0,3,5,0,3,5,4,4,5,4,4,5,60,56.0,1,0,1,0.0,1,1
5324,25,894,2,2,2,4,3,2,3,3,3,1,3,2,4,3,61,55.0,1,0,1,0.0,1,0
5325,29,1142,4,3,4,4,3,4,1,3,1,4,2,1,3,3,0,0.0,0,1,1,0.0,1,1
5326,53,888,5,5,5,1,5,5,2,5,5,4,4,3,5,5,3,1.0,0,1,1,0.0,1,1
5327,31,304,1,5,1,1,4,1,4,4,5,3,5,3,5,4,6,0.0,0,1,1,0.0,1,0
5328,35,1005,0,4,0,2,3,0,1,3,3,2,5,3,5,3,80,75.0,1,0,1,0.0,1,1
5329,62,695,5,4,5,3,5,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0.0,0,1
5330,65,859,5,5,5,4,2,5,2,2,5,4,2,1,3,2,2,0.0,0,1,1,0.0,1,1
5331,69,986,4,5,4,1,2,5,4,3,3,4,3,4,3,3,0,2.0,1,0,1,0.0,1,1
5332,15,366,2,5,4,4,4,4,4,4,5,5,3,2,4,4,0,18.0,1,0,1,0.0,1,0
5333,17,252,3,3,0,1,3,0,3,3,1,5,3,4,1,3,109,95.0,1,0,1,0.0,0,0
5334,41,992,4,5,5,2,1,5,1,1,4,5,4,5,5,1,0,0.0,1,0,1,0.0,1,1
5335,13,282,1,1,1,3,4,1,4,4,4,1,2,4,3,4,0,0.0,1,0,1,0.0,1,0
5336,36,644,5,5,5,3,4,5,4,4,3,2,4,5,4,4,22,17.0,0,1,1,0.0,1,1
5337,30,201,5,4,5,3,3,5,3,3,3,5,1,5,4,3,0,2.0,0,1,1,0.0,1,1
5338,67,2300,4,4,3,3,3,3,2,2,2,3,2,2,2,3,12,0.0,1,0,1,0.0,1,1
5339,55,913,2,4,2,1,2,4,4,4,4,2,4,5,4,5,0,0.0,1,0,1,0.0,1,0
5340,56,1744,4,4,4,4,1,4,1,1,3,2,3,3,5,1,0,0.0,0,1,1,0.0,1,1
5341,33,2521,2,5,1,5,5,1,2,5,4,2,5,2,2,5,0,0.0,1,0,1,0.0,1,0
5342,13,533,3,5,3,2,4,3,2,4,4,2,5,5,5,4,5,5.0,1,0,1,0.0,1,0
5343,54,447,3,5,3,1,4,3,4,4,2,2,1,2,5,4,0,0.0,0,1,1,0.0,1,0
5344,29,920,2,4,2,2,3,2,3,3,5,3,4,5,5,3,0,0.0,0,1,1,0.0,1,0
5345,26,1131,5,4,5,1,3,5,3,3,3,5,5,4,4,3,0,0.0,1,0,1,0.0,1,1
5346,46,247,4,4,4,3,4,4,4,5,5,4,5,4,5,4,0,0.0,1,0,1,0.0,1,1
5347,7,125,2,3,0,2,0,1,1,1,1,3,2,1,4,1,226,222.0,0,1,1,0.0,1,0
5348,18,130,2,1,2,2,2,2,2,1,5,3,2,2,3,2,84,183.0,0,1,1,0.0,1,0
5349,53,1148,5,4,5,4,3,5,4,2,2,5,4,3,2,4,44,41.0,1,0,1,0.0,1,1
5350,21,157,0,4,0,4,5,0,5,5,5,2,4,5,4,5,0,0.0,1,0,1,0.0,1,1
5351,18,921,0,4,0,4,3,0,3,3,4,3,4,5,5,3,1,0.0,0,1,1,0.0,1,1
5352,51,248,5,4,5,2,5,5,5,5,4,2,5,5,4,5,7,5.0,0,1,1,0.0,1,1
5353,42,163,4,4,4,1,5,4,5,5,4,2,4,5,5,5,0,3.0,0,1,1,0.0,1,1
5354,27,642,4,5,4,4,4,3,3,3,4,4,5,3,5,3,83,150.0,1,0,1,0.0,2,1
5355,32,2239,0,5,0,2,5,5,5,5,3,5,4,5,5,5,0,0.0,1,0,1,0.0,1,1
5356,53,546,3,3,3,2,5,3,2,3,3,3,3,5,3,1,0,0.0,1,0,1,0.0,1,0
5357,20,526,2,4,2,3,4,2,4,4,4,2,4,3,4,4,0,0.0,1,0,1,0.0,1,0
5358,53,1222,5,3,5,3,2,5,4,2,1,2,4,1,4,2,0,0.0,0,1,1,0.0,1,1
5359,57,1105,3,1,3,3,2,4,5,2,2,3,2,5,2,4,0,6.0,1,0,1,0.0,1,0
5360,59,1276,4,2,4,2,5,3,2,4,4,4,4,2,4,1,22,5.0,1,0,1,0.0,1,1
5361,31,866,3,1,3,3,4,3,4,4,3,1,3,3,3,4,0,1.0,0,1,1,0.0,1,0
5362,50,304,0,5,0,2,5,4,5,5,5,0,5,4,5,3,94,84.0,1,0,1,0.0,1,1
5363,36,1009,4,4,4,3,1,4,1,1,5,4,4,3,5,1,0,0.0,0,1,1,0.0,1,1
5364,65,391,3,5,3,3,3,1,3,5,5,3,5,5,5,4,0,3.0,1,0,1,0.0,1,0
5365,42,793,2,4,2,3,4,2,4,4,5,3,4,3,4,4,8,0.0,0,1,1,0.0,1,0
5366,45,1744,2,4,2,5,3,2,3,3,4,4,4,4,4,3,32,22.0,0,1,1,0.0,1,0
5367,34,2677,2,0,2,1,2,3,3,2,3,3,5,3,4,3,0,0.0,0,1,1,0.0,1,0
5368,61,731,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0.0,0,1,1,0.0,1,1
5369,65,358,4,4,4,4,4,4,4,4,5,2,5,4,5,4,0,0.0,0,1,1,0.0,1,1
5370,30,2342,3,3,4,2,4,5,5,1,1,3,3,5,1,5,0,21.0,1,0,1,0.0,1,0
5371,27,460,0,4,0,1,5,0,5,5,3,5,4,3,5,5,0,4.0,0,1,1,0.0,1,1
5372,47,639,3,4,3,4,3,3,5,3,3,5,5,4,5,3,0,0.0,0,1,1,0.0,1,0
5373,38,985,2,5,3,4,5,3,5,5,5,4,5,4,5,5,0,9.0,0,1,1,0.0,0,0
5374,43,585,1,4,1,4,1,2,2,5,2,4,5,2,4,2,236,230.0,1,0,1,0.0,1,0
5375,49,409,2,5,2,1,4,2,4,4,4,1,2,2,5,4,0,0.0,0,1,1,0.0,0,0
5376,10,583,3,4,3,5,3,3,3,3,5,4,5,4,4,3,39,38.0,0,1,1,0.0,1,0
5377,35,213,0,3,0,4,3,0,3,3,4,3,4,3,4,3,0,2.0,1,0,1,0.0,1,1
5378,19,888,3,4,4,3,3,4,1,3,5,3,4,5,5,3,0,5.0,0,1,1,0.0,0,0
5379,47,764,4,4,4,5,3,4,4,1,1,4,1,5,1,4,0,0.0,1,0,1,0.0,1,1
5380,13,2419,5,4,5,4,2,5,4,2,3,1,3,3,4,2,0,0.0,0,1,1,0.0,1,1
5381,56,140,0,0,0,3,5,3,5,4,4,0,1,5,4,4,0,0.0,1,0,1,0.0,2,1
5382,57,1995,5,3,5,2,2,5,2,2,4,3,4,5,5,2,0,0.0,0,1,1,0.0,1,1
5383,62,376,1,5,1,2,3,1,3,3,4,5,4,5,5,3,0,0.0,0,1,1,0.0,1,0
5384,24,214,4,0,4,2,3,4,3,3,4,2,5,1,1,3,0,0.0,0,1,1,0.0,1,0
5385,52,363,4,5,4,1,4,5,4,2,2,4,2,4,2,5,1,0.0,1,0,1,0.0,1,0
5386,64,868,5,4,5,4,3,5,3,3,3,3,3,2,3,3,0,0.0,0,1,1,0.0,1,1
5387,11,967,4,4,3,3,4,3,4,4,3,4,5,3,5,4,0,0.0,1,0,1,0.0,1,0
5388,57,744,4,5,5,2,2,4,5,1,1,5,1,4,1,4,0,4.0,1,0,1,0.0,1,0
5389,59,1046,5,5,5,3,5,4,4,5,5,5,5,4,5,3,10,4.0,1,0,1,0.0,1,1
5390,13,983,5,4,4,5,5,4,5,5,5,3,4,4,4,5,0,0.0,1,0,1,0.0,1,1
5391,52,239,1,4,1,3,1,1,1,1,1,5,4,3,4,1,0,6.0,0,1,1,0.0,1,0
5392,32,250,2,4,2,2,3,2,3,3,5,2,5,5,5,3,35,24.0,0,1,1,0.0,1,0
5393,60,1009,4,2,4,3,3,4,3,3,2,4,3,1,3,3,0,0.0,0,1,1,0.0,1,1
5394,70,872,5,5,5,1,3,5,3,3,1,2,4,3,4,3,0,3.0,0,1,1,0.0,1,1
5395,36,501,3,5,3,1,1,3,1,1,3,3,5,5,4,1,0,0.0,1,0,1,0.0,1,0
5396,11,1744,4,5,4,1,5,4,5,5,4,5,3,3,4,5,0,0.0,0,1,1,0.0,0,1
5397,51,2039,2,5,2,1,3,4,4,1,1,2,1,5,1,3,49,48.0,1,0,1,0.0,1,0
5398,29,2218,5,2,5,3,1,5,1,1,1,4,3,4,3,1,21,0.0,1,0,1,0.0,1,1
5399,45,522,4,4,4,3,3,4,5,5,5,4,5,3,5,4,23,39.0,1,0,1,0.0,1,0
5400,48,1276,1,4,1,1,4,4,5,5,5,1,5,5,5,5,0,0.0,1,0,1,0.0,1,0
5401,19,493,5,5,5,1,3,5,3,3,4,5,4,3,4,3,0,0.0,0,1,1,0.0,1,1
5402,8,1671,3,3,4,4,1,4,1,1,2,5,4,4,4,1,0,0.0,0,1,1,0.0,1,0
5403,49,1558,3,2,3,2,1,3,3,1,1,3,1,3,1,2,0,0.0,1,0,1,0.0,1,0
5404,20,95,2,2,2,4,3,2,3,3,4,4,3,4,3,3,0,0.0,1,0,1,0.0,1,0
5405,48,2762,5,0,5,3,5,2,2,2,1,4,5,2,3,2,0,16.0,1,0,1,0.0,1,1
5406,61,332,1,5,1,4,5,4,5,2,2,1,2,4,2,5,0,0.0,1,0,1,0.0,1,0
5407,67,2276,3,2,3,4,3,4,4,4,4,2,4,4,1,4,0,5.0,0,1,1,0.0,1,0
5408,45,106,2,5,2,3,5,5,4,5,5,2,5,4,5,3,5,0.0,1,0,1,0.0,1,0
5409,21,475,2,3,2,1,3,2,3,3,1,3,1,5,3,3,55,42.0,0,1,1,0.0,1,0
5410,47,412,2,4,2,3,1,2,1,1,3,2,4,5,5,1,68,48.0,0,1,1,0.0,0,0
5411,36,646,2,1,2,2,2,2,4,2,4,4,2,4,1,2,0,0.0,0,1,1,0.0,1,0
5412,42,1916,1,5,1,1,4,1,4,4,5,4,5,4,4,4,1,11.0,0,1,1,0.0,1,0
5413,51,1605,3,4,2,3,5,2,5,5,5,2,5,5,4,5,48,69.0,0,1,1,0.0,0,0
5414,55,223,4,5,4,1,5,4,1,5,4,4,4,3,5,5,0,0.0,0,1,1,0.0,0,0
5415,58,950,3,4,3,4,4,3,4,4,1,4,4,2,3,4,0,0.0,0,1,1,0.0,0,0
5416,23,208,3,2,3,4,3,3,3,3,4,1,4,4,4,3,0,0.0,1,0,1,0.0,1,0
5417,19,844,4,4,4,4,2,4,2,2,4,4,4,3,5,2,0,0.0,0,1,1,0.0,1,1
5418,28,299,4,4,4,4,2,4,2,2,4,3,4,3,4,2,0,0.0,1,0,1,0.0,0,0
5419,17,431,2,5,2,5,5,2,5,5,5,4,5,5,5,5,5,0.0,0,1,1,0.0,1,0
5420,12,125,0,5,0,3,5,0,5,5,4,5,3,3,3,5,4,4.0,1,0,1,0.0,1,1
5421,40,405,3,4,3,3,1,3,1,1,3,2,5,4,5,1,0,0.0,1,0,1,0.0,1,0
5422,70,853,2,2,2,3,4,4,4,1,1,2,1,1,1,4,11,61.0,1,0,1,0.0,1,0
5423,60,328,4,0,3,1,5,3,5,5,4,2,3,4,5,5,0,0.0,0,1,1,0.0,1,1
5424,43,819,1,3,1,3,2,4,3,1,1,1,1,4,1,3,0,0.0,1,0,1,0.0,1,0
5425,44,597,5,1,5,3,2,5,2,2,4,1,1,1,3,2,0,0.0,0,1,1,0.0,1,1
5426,38,1262,5,5,5,3,3,5,3,3,4,5,4,5,5,3,0,0.0,1,0,1,0.0,1,1
5427,65,2917,4,5,4,4,4,3,3,4,4,3,3,3,5,3,0,0.0,0,1,1,0.0,0,0
5428,45,2139,0,4,0,1,2,5,5,1,1,0,1,5,1,4,0,0.0,1,0,1,0.0,1,1
5429,13,287,5,2,5,4,2,5,2,2,3,3,4,3,4,2,0,0.0,0,1,1,0.0,1,1
5430,17,240,4,3,4,3,1,4,1,1,4,4,1,1,1,1,66,93.0,0,1,1,0.0,0,0
5431,65,728,1,2,1,4,1,1,1,1,3,5,4,3,4,1,0,0.0,0,1,1,0.0,1,0
5432,13,2704,3,5,3,1,5,3,5,5,3,3,1,2,1,5,27,0.0,0,1,1,0.0,0,0
5433,28,67,2,3,2,3,4,2,4,4,1,5,4,3,4,4,0,0.0,1,0,1,0.0,0,0
5434,20,1522,3,4,3,3,2,3,2,2,5,3,4,5,4,2,0,0.0,1,0,1,0.0,1,0
5435,63,237,1,2,0,4,2,0,2,2,4,5,3,2,3,2,27,47.0,0,1,1,0.0,1,0
5436,64,488,5,0,5,4,4,5,4,4,3,2,4,3,3,4,0,0.0,0,1,1,0.0,1,1
5437,34,920,4,4,4,5,4,4,5,4,3,5,5,5,4,4,9,0.0,1,0,1,0.0,1,1
5438,32,407,5,4,1,3,3,1,3,3,3,5,1,2,5,3,13,2.0,1,0,1,0.0,1,1
5439,10,837,4,4,4,4,3,4,3,3,4,5,4,2,4,3,0,0.0,0,1,1,0.0,1,1
5440,52,326,5,5,5,4,3,4,4,4,4,5,4,1,4,1,0,0.0,1,0,1,0.0,2,1
5441,40,674,4,5,4,3,2,5,4,2,2,4,2,3,2,5,0,0.0,1,0,1,0.0,2,0
5442,14,416,3,3,3,1,2,3,2,2,4,5,1,3,4,2,23,23.0,0,1,1,0.0,1,0
5443,28,531,1,5,1,3,4,1,4,4,4,5,5,4,4,4,4,13.0,0,1,1,0.0,0,0
5444,16,213,1,5,1,1,1,5,5,4,5,4,4,5,3,5,192,293.0,1,0,1,0.0,1,0
5445,43,785,2,4,2,3,4,4,5,5,5,2,5,5,5,4,17,70.0,1,0,1,0.0,1,0
5446,25,277,2,1,2,3,4,2,3,4,2,1,3,1,3,4,0,0.0,0,1,1,0.0,1,0
5447,47,867,5,5,5,2,1,5,1,1,5,3,5,5,5,1,0,0.0,0,1,1,0.0,1,1
5448,55,409,4,5,4,2,5,5,4,5,5,4,5,5,5,4,0,0.0,0,1,1,0.0,2,1
5449,33,346,1,5,1,1,5,1,5,5,3,2,4,3,4,5,0,0.0,0,1,1,0.0,0,0
5450,70,1091,2,1,2,3,5,4,3,5,5,2,5,2,5,1,72,53.0,1,0,1,0.0,1,0
5451,28,680,4,5,4,1,4,4,2,4,3,2,4,5,4,4,3,1.0,1,0,1,0.0,1,0
5452,52,89,4,4,4,3,4,5,5,5,5,4,4,3,5,5,0,0.0,1,0,1,0.0,1,1
5453,28,453,3,5,3,3,4,3,4,4,4,4,5,3,4,4,0,0.0,0,1,1,0.0,1,0
5454,10,2136,0,2,0,3,4,0,4,4,1,4,3,1,4,4,1,0.0,0,1,1,0.0,2,1
5455,48,1428,3,2,3,4,2,4,4,5,5,3,5,4,5,1,0,0.0,1,0,1,0.0,0,0
5456,8,102,0,4,0,1,1,0,1,1,4,3,4,3,4,1,1,2.0,1,0,1,0.0,1,1
5457,44,447,0,4,0,4,3,4,5,5,5,0,2,3,5,4,0,0.0,1,0,1,0.0,1,1
5458,50,925,4,4,4,1,1,4,1,1,5,5,3,5,3,1,1,0.0,0,1,1,0.0,0,0
5459,69,1013,5,4,5,2,5,5,5,1,1,4,1,5,1,3,0,0.0,1,0,1,0.0,0,1
5460,19,954,5,4,5,3,5,4,5,5,5,3,5,5,5,5,0,4.0,0,1,1,0.0,1,1
5461,33,2586,4,5,4,2,4,5,5,4,2,3,5,5,5,5,0,13.0,0,1,1,0.0,1,0
5462,44,101,4,4,4,3,3,4,3,3,3,3,4,5,4,3,0,0.0,0,1,1,0.0,1,1
5463,65,759,1,5,1,3,5,4,4,5,5,1,5,4,5,4,10,2.0,1,0,1,0.0,0,0
5464,7,317,4,5,4,2,5,4,5,5,2,5,1,3,5,5,0,2.0,0,1,1,0.0,1,1
5465,18,189,0,4,0,1,1,0,1,1,4,4,5,5,4,1,0,0.0,1,0,1,0.0,1,1
5466,34,696,3,4,3,3,2,4,5,1,1,3,1,3,1,5,51,50.0,0,1,1,0.0,2,0
5467,16,892,1,5,1,3,3,1,3,3,5,2,4,3,4,3,0,0.0,1,0,1,0.0,1,0
5468,26,1947,5,5,5,1,3,5,3,3,5,3,4,5,5,3,6,3.0,0,1,1,0.0,0,1
5469,20,972,0,4,0,2,1,0,1,1,3,5,4,5,5,1,17,17.0,1,0,1,0.0,0,1
5470,55,544,5,4,2,1,5,2,4,3,3,2,3,1,3,1,0,0.0,1,0,1,0.0,1,1
5471,41,270,0,4,0,4,3,0,3,3,3,2,5,3,5,3,0,0.0,1,0,1,0.0,1,1
5472,53,304,4,4,4,5,3,4,3,3,3,3,4,4,4,3,8,1.0,0,1,1,0.0,1,0
5473,59,829,3,4,3,4,3,5,4,5,5,3,5,4,5,4,2,2.0,1,0,1,0.0,1,0
5474,8,756,4,4,4,1,5,4,2,5,5,4,4,5,5,5,1,0.0,0,1,1,0.0,1,1
5475,45,302,5,4,5,4,4,5,4,4,5,5,5,3,4,4,0,0.0,0,1,1,0.0,1,1
5476,9,2342,0,4,0,4,2,0,2,2,4,5,3,5,3,2,0,0.0,1,0,1,0.0,1,1
5477,33,73,4,4,4,4,1,4,1,1,3,4,3,4,4,1,0,0.0,0,1,1,0.0,1,0
5478,47,406,3,4,3,5,4,3,4,4,3,2,5,2,2,4,0,0.0,0,1,1,0.0,1,0
5479,14,696,4,4,4,1,3,4,3,3,4,5,5,4,5,3,1,2.0,1,0,1,0.0,1,1
5480,14,2288,4,2,5,4,5,2,2,1,1,4,4,2,2,2,0,5.0,1,0,1,0.0,1,1
5481,64,666,1,5,1,4,3,5,2,2,2,1,2,4,2,4,0,0.0,1,0,1,0.0,1,0
5482,16,2402,2,1,1,2,1,1,1,1,2,4,2,1,2,1,0,0.0,1,0,1,0.0,1,0
5483,45,843,3,5,3,2,2,3,4,4,4,3,4,4,4,2,25,17.0,1,0,1,0.0,1,0
5484,35,624,2,4,1,1,4,1,3,4,3,5,5,4,4,4,3,11.0,1,0,1,0.0,1,0
5485,41,370,5,5,5,3,1,5,1,1,5,4,5,2,5,1,0,0.0,1,0,1,0.0,1,1
5486,64,1089,4,4,4,2,4,4,4,4,4,1,3,2,4,4,4,0.0,0,1,1,0.0,1,1
5487,69,1587,3,5,3,2,4,4,5,1,1,3,1,3,1,4,0,0.0,1,0,1,0.0,1,0
5488,7,1131,1,5,1,3,1,1,1,1,5,5,4,3,4,1,60,35.0,1,0,1,0.0,1,0
5489,48,2218,3,2,3,4,1,3,3,3,3,3,3,1,3,3,0,0.0,1,0,1,0.0,0,0
5490,25,2295,1,4,1,3,2,1,2,2,4,2,3,1,4,2,14,8.0,0,1,1,0.0,1,0
5491,55,315,4,5,4,5,3,4,3,3,3,1,1,4,2,3,3,0.0,0,1,1,0.0,1,1
5492,58,404,2,4,2,5,3,4,5,1,1,2,1,4,1,4,14,6.0,1,0,1,0.0,1,0
5493,24,728,4,4,3,2,3,3,3,3,4,5,2,3,2,3,0,0.0,1,0,1,0.0,1,1
5494,25,101,3,5,3,4,3,3,3,3,4,4,5,4,4,3,0,0.0,0,1,1,0.0,1,0
5495,48,762,4,5,5,2,4,5,4,4,4,4,4,3,5,4,54,34.0,0,1,1,0.0,1,1
5496,33,1444,4,2,4,3,5,4,5,5,4,3,4,4,4,5,0,0.0,0,1,1,0.0,1,0
5497,24,1262,0,4,0,1,4,0,4,4,4,4,3,5,5,4,8,0.0,0,1,1,0.0,1,1
5498,7,224,3,2,0,4,4,0,4,4,2,3,3,3,3,4,0,0.0,1,0,1,0.0,1,0
5499,69,780,2,5,2,1,2,5,4,3,3,2,5,4,3,4,41,35.0,1,0,1,0.0,1,0
5500,29,224,2,4,2,3,3,2,3,3,4,4,5,5,4,3,3,0.0,0,1,1,0.0,2,0
5501,66,2556,5,3,5,1,1,5,5,4,4,5,4,3,4,1,0,0.0,1,0,1,0.0,0,1
5502,34,1235,5,1,5,3,3,5,3,3,3,2,2,3,3,3,0,0.0,1,0,1,0.0,1,1
5503,28,2267,4,4,4,2,4,4,2,4,4,3,4,2,4,2,0,0.0,1,0,1,0.0,1,1
5504,11,1249,4,5,4,2,1,4,1,1,5,2,4,5,4,1,0,0.0,1,0,1,0.0,1,1
5505,41,507,4,4,5,4,5,5,5,5,4,3,4,1,4,5,0,0.0,1,0,1,0.0,1,1
5506,14,1208,5,1,4,2,3,4,3,3,1,2,3,3,2,3,0,0.0,0,1,1,0.0,1,1
5507,13,169,3,4,3,3,4,3,4,4,4,4,4,4,4,4,71,60.0,1,0,1,0.0,1,0
5508,66,315,3,5,3,4,4,5,4,3,3,3,3,3,3,5,27,23.0,1,0,1,0.0,1,0
5509,68,1620,0,5,0,1,5,0,5,5,5,5,5,4,4,5,0,0.0,0,1,1,0.0,1,1
5510,44,327,3,3,3,4,4,3,4,4,3,3,4,3,4,4,15,6.0,0,1,1,0.0,1,0
5511,60,1754,5,5,5,1,5,3,1,4,4,5,4,1,4,3,0,0.0,0,1,1,0.0,2,1
5512,12,452,3,4,3,5,2,3,2,2,5,4,4,3,4,2,0,0.0,1,0,1,0.0,1,0
5513,20,541,3,1,3,4,5,3,5,5,2,5,3,1,3,5,3,5.0,0,1,1,0.0,1,0
5514,38,335,5,5,5,3,1,5,1,1,4,3,4,4,5,1,0,0.0,1,0,1,0.0,1,1
5515,32,369,5,4,5,2,3,5,3,3,5,3,1,2,3,3,0,0.0,1,0,1,0.0,1,1
5516,57,1452,1,5,1,3,5,5,5,5,5,1,5,5,5,5,0,0.0,0,1,1,0.0,2,0
5517,25,432,2,2,2,2,2,2,3,2,3,2,3,2,3,2,80,92.0,0,1,1,0.0,1,0
5518,19,1009,2,4,2,1,3,2,2,3,5,3,4,5,4,3,0,0.0,1,0,1,0.0,1,0
5519,12,591,2,5,2,2,2,2,2,2,3,3,4,3,4,2,3,0.0,1,0,1,0.0,1,0
5520,45,1598,3,5,4,4,5,3,5,5,5,4,5,4,5,5,0,0.0,0,1,1,0.0,2,0
5521,10,1179,4,5,4,4,2,4,2,2,4,5,3,4,4,2,4,6.0,0,1,1,0.0,1,1
5522,8,821,1,5,1,3,1,1,1,1,4,5,4,5,4,1,5,5.0,1,0,1,0.0,1,0
5523,13,1065,3,1,3,3,5,3,4,5,2,2,3,1,2,5,11,0.0,0,1,1,0.0,1,0
5524,23,250,4,5,4,4,4,4,4,4,3,3,4,3,5,4,0,0.0,1,0,1,0.0,1,1
5525,21,569,2,4,2,1,2,2,2,2,5,3,4,5,5,2,14,13.0,0,1,1,0.0,2,0
5526,39,670,2,4,2,2,3,2,3,3,5,5,5,5,5,3,0,0.0,0,1,1,0.0,1,0
5527,53,1013,5,3,5,2,4,5,4,4,1,2,3,1,2,4,0,0.0,0,1,1,0.0,1,1
5528,9,328,2,4,2,4,4,2,4,4,3,3,3,2,4,4,0,0.0,0,1,1,0.0,0,0
5529,39,447,1,5,5,3,2,5,2,2,5,2,5,3,5,2,26,16.0,1,0,1,0.0,1,0
5530,44,325,2,1,2,4,1,4,4,3,3,2,3,1,3,4,25,18.0,1,0,1,0.0,1,0
5531,40,2588,4,5,4,4,4,5,5,3,4,5,5,5,4,5,0,0.0,0,1,1,0.0,1,1
5532,55,669,1,1,1,3,5,1,5,5,4,3,3,3,2,5,6,3.0,0,1,1,0.0,0,0
5533,20,237,2,5,2,4,2,2,2,2,5,5,4,3,4,2,0,0.0,1,0,1,0.0,1,0
5534,54,631,5,3,5,1,5,5,5,5,1,1,4,1,3,5,0,0.0,0,1,1,0.0,1,1
5535,67,1262,1,5,1,1,5,1,5,5,3,3,4,3,5,5,0,0.0,0,1,1,0.0,1,0
5536,53,446,4,4,2,4,1,2,1,1,3,4,5,5,5,1,0,0.0,0,1,1,0.0,1,1
5537,25,763,4,3,4,2,3,4,3,3,4,2,3,3,2,3,0,0.0,1,0,1,0.0,1,1
5538,65,581,1,4,1,4,2,1,2,2,5,4,4,3,4,2,0,0.0,0,1,1,0.0,1,0
5539,54,862,3,5,3,3,1,3,1,1,3,3,5,5,4,1,10,5.0,0,1,1,0.0,1,0
5540,35,1797,5,4,5,3,2,5,2,2,4,5,4,4,3,2,9,0.0,1,0,0,0.0,1,1
5541,51,781,4,5,5,4,4,5,4,2,2,5,2,3,2,4,2,0.0,1,0,1,0.0,1,0
5542,60,719,1,4,1,2,2,1,2,2,5,2,5,5,4,2,0,0.0,0,1,1,0.0,1,0
5543,45,666,0,2,0,3,1,2,3,3,3,0,3,1,3,2,3,1.0,1,0,1,0.0,1,1
5544,67,192,1,4,0,3,1,0,1,1,4,3,5,5,4,1,28,21.0,0,1,1,0.0,0,0
5545,55,1042,5,1,5,3,4,5,3,4,1,2,4,1,3,4,114,116.0,0,1,1,0.0,1,1
5546,32,386,4,4,4,2,5,4,5,5,4,2,5,5,5,5,12,2.0,0,1,1,0.0,1,1
5547,15,612,5,5,5,3,4,5,4,4,4,2,4,4,5,4,0,0.0,1,0,1,0.0,1,1
